name,market,funding_total_usd,country_code,region,city,funding_rounds,founded_month,founded_quarter,founded_year,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,age_first_funding,age_last_funding,status_binary,total_investment
GleeMaster,Other," 23,00,000 ",USA,SF Bay Area,San Francisco,1.0,4.0,2.0,2010.0,0.0,2300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9616438356164383,1.9616438356164383,0,2300000.0
GlenRose Instruments,Biotechnology ," 1,48,80,000 ",USA,Boston,Waltham,1.0,1.0,1.0,2005.0,0.0,14880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14880000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.602739726027397,3.602739726027397,0,14880000.0
Glide Technologies,Other," 19,90,000 ",GBR,London,London,1.0,1.0,1.0,2003.0,0.0,1990000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.167123287671233,5.167123287671233,1,1990000.0
Global Locate,Semiconductors ," 3,30,00,000 ",USA,SF Bay Area,San Jose,2.0,1.0,1.0,1999.0,0.0,33000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000000.0,8000000.0,0.0,0.0,0.0,6.421917808219178,7.8,1,33000000.0
Global Roaming,Mobile ," 3,05,00,000 ",USA,Miami,Miami,2.0,8.0,3.0,2006.0,0.0,30500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500000.0,23000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041095890410959,1.5041095890410958,0,30500000.0
GlobalCrypto,Security ," 10,00,000 ",USA,Atlanta,Atlanta,2.0,6.0,2.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5863013698630135,2.4493150684931506,0,1000000.0
GlobalPrint Systems,Hardware + Software ," 2,00,000 ",USA,NJ - Other,Marlton,1.0,1.0,1.0,2005.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.249315068493151,3.249315068493151,0,200000.0
GlocalReach,Messaging ," 2,00,000 ",GBR,London,London,1.0,1.0,1.0,2007.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,200000.0
Glycosan,Biotechnology ," 9,50,000 ",USA,SF Bay Area,Alameda,2.0,1.0,1.0,2006.0,0.0,950000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.578082191780822,4.364383561643836,1,950000.0
Gnip,Enterprise Software ," 66,40,000 ",USA,Denver,Boulder,4.0,3.0,1.0,2008.0,40000.0,6600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000.0,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.526027397260274,1,6640000.0
Gnodal,Web Hosting ," 21,90,000 ",USA,SF Bay Area,Palo Alto,2.0,3.0,1.0,2007.0,2190000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.073972602739726,2.3698630136986303,0,2190000.0
GnuBIO,Biotechnology ," 2,25,00,000 ",USA,Boston,Cambridge,4.0,1.0,1.0,2009.0,0.0,18000000.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,0.0,0.0,0.0,0.0,8000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.917808219178082,3.7534246575342474,1,22500000.0
GO Net Systems,Mobile ,-   ,USA,Los Angeles,Chatsworth,1.0,1.0,1.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.501369863013698,8.501369863013698,1,0.0
Go Try It On,Other," 37,50,000 ",USA,New York City,New York,3.0,12.0,4.0,2009.0,750000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.926027397260274,2.9534246575342467,1,3750000.0
Go2call.com,Other," 85,00,000 ",USA,Chicago,Evanston,3.0,1.0,1.0,1998.0,0.0,0.0,0.0,8500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.915068493150685,6.13972602739726,1,8500000.0
Goal Zero,Other," 1,09,18,691 ",USA,Salt Lake City,Salt Lake City,3.0,3.0,1.0,2010.0,0.0,7718691.0,0.0,0.0,0.0,0.0,0.0,0.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.227397260273973,2.898630136986301,1,10918691.0
Goby,Search ," 25,00,000 ",USA,Boston,Boston,1.0,7.0,3.0,2008.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.304109589041096,2.304109589041096,1,2500000.0
GoingOn,Other," 85,00,000 ",USA,SF Bay Area,San Francisco,3.0,2.0,1.0,2008.0,950000.0,7550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.021917808219178,0,8500000.0
GoInstant,Enterprise Software ," 17,00,000 ",CAN,Halifax,Halifax,1.0,1.0,1.0,2010.0,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7013698630136986,1.7013698630136986,1,1700000.0
Gojee,Other," 40,00,000 ",USA,New York City,New York,2.0,6.0,2.0,2010.0,1200000.0,2800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2602739726027397,2.06027397260274,1,4000000.0
GoldenGate Software,Other,-   ,USA,SF Bay Area,San Francisco,1.0,1.0,1.0,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,1,0.0
GoMiles,Finance ," 12,000 ",USA,Seattle,Seattle,2.0,1.0,1.0,2010.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8328767123287671,0.9397260273972604,1,12000.0
GoNabit,E-Commerce ,-   ,ARE,Dubai,Dubai,1.0,2.0,1.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3424657534246575,0.3424657534246575,1,0.0
GoodClic,Other," 1,15,000 ",USA,Dallas,Dallas,1.0,5.0,2.0,2010.0,115000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0821917808219178,0,115000.0
GoodGuide,Other," 1,42,29,998 ",USA,SF Bay Area,San Francisco,3.0,12.0,4.0,2007.0,0.0,9230000.0,0.0,0.0,0.0,0.0,0.0,0.0,4999998.0,0.0,0.0,0.0,0.0,3730000.0,5500000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1369863013698631,3.736986301369863,1,14229998.0
Goodreads,Curated Web ," 27,50,000 ",USA,Los Angeles,Santa Monica,2.0,1.0,1.0,2007.0,0.0,2000000.0,0.0,0.0,0.0,0.0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7945205479452054,2.9013698630136986,1,2750000.0
Goojet,Social Media ," 1,18,52,030 ",FRA,Labège,Labège,2.0,12.0,4.0,2006.0,3395030.0,8457000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8457000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5095890410958903,0,11852030.0
Goowy,Curated Web ,-   ,USA,San Diego,San Diego,1.0,10.0,4.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.498630136986301,1.498630136986301,1,0.0
Goozzy,Other," 6,50,000 ",USA,Tampa,St. Petersburg,2.0,11.0,4.0,2009.0,250000.0,0.0,0.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2520547945205479,0.8328767123287671,0,650000.0
gopogo,Other," 30,00,000 ",USA,New York City,New York,1.0,11.0,4.0,2009.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.441095890410959,2.441095890410959,0,3000000.0
Gotuit,Curated Web ," 1,60,00,000 ",USA,Boston,Woburn,2.0,1.0,1.0,2000.0,0.0,16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9178082191780823,4.920547945205479,1,16000000.0
GoTV Networks,Mobile ," 2,80,00,000 ",USA,Los Angeles,Sherman Oaks,3.0,1.0,1.0,1997.0,0.0,28000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,8.167123287671233,13.073972602739726,1,28000000.0
GotVoice,Messaging ," 30,00,000 ",USA,Seattle,Kirkland,1.0,10.0,4.0,2003.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.068493150684932,3.068493150684932,1,3000000.0
goviral,Other," 88,20,000 ",GBR,London,London,1.0,1.0,1.0,2005.0,0.0,8820000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8820000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.227397260273973,4.227397260273973,1,8820000.0
Gowalla,Curated Web ," 1,04,00,001 ",USA,Austin,Austin,3.0,8.0,3.0,2007.0,0.0,10400001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,8400001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5013698630136987,2.421917808219178,1,10400001.0
GoYoDeo,Other," 1,50,000 ",USA,Nashville,Nashville,1.0,8.0,3.0,2007.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671232876712329,0.5671232876712329,0,150000.0
Grab Media,Advertising ," 2,45,00,000 ",USA,"Washington, D.C.",Dulles,3.0,1.0,1.0,2008.0,0.0,10500000.0,0.0,0.0,0.0,0.0,0.0,0.0,14000000.0,0.0,0.0,0.0,0.0,0.0,10500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.495890410958904,1,24500000.0
GrabCAD,Finance ," 1,36,18,793 ",USA,Boston,Cambridge,6.0,1.0,1.0,2009.0,1468793.0,12150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,8150000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.791780821917808,1,13618793.0
Gracenote,Other," 3,34,00,000 ",USA,SF Bay Area,Emeryville,3.0,1.0,1.0,1998.0,0.0,33400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500000.0,13000000.0,10900000.0,0.0,0.0,0.0,4.69041095890411,7.6657534246575345,1,33400000.0
GrandCentral,Mobile ," 40,00,000 ",USA,SF Bay Area,Fremont,1.0,4.0,2.0,2006.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2465753424657534,1,4000000.0
Graphicly,Other," 1,00,24,049 ",USA,SF Bay Area,Palo Alto,7.0,12.0,4.0,2009.0,18000.0,7300000.0,0.0,0.0,0.0,2706049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.761643835616439,1,10024049.0
Gravity,Advertising ," 2,06,00,000 ",USA,Los Angeles,Santa Monica,2.0,4.0,2.0,2009.0,0.0,20600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,10600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0821917808219178,3.506849315068493,1,20600000.0
GreenButton,Software ," 15,00,000 ",NZL,Wellington,Wellington,1.0,7.0,3.0,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.906849315068493,3.906849315068493,1,1500000.0
GreenGoose!,Other," 12,00,000 ",USA,SF Bay Area,San Francisco,2.0,1.0,1.0,2010.0,1100000.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1452054794520548,1.2191780821917808,0,1200000.0
GreenNote,Education ," 42,00,000 ",USA,CA - Other,Mather,1.0,4.0,2.0,2007.0,0.0,4200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5013698630136987,0.5013698630136987,1,4200000.0
Grey Area,Other," 25,00,000 ",FIN,Helsinki,Helsinki,2.0,1.0,1.0,2009.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.832876712328767,2.1452054794520548,0,2500000.0
Greystripe,Other," 2,51,07,724 ",USA,SF Bay Area,San Francisco,5.0,1.0,1.0,2005.0,0.0,25107724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,8900000.0,15007724.0,0.0,0.0,0.0,0.0,0.0,1.7780821917808218,4.671232876712328,1,25107724.0
GridApp Systems,Software ," 50,00,000 ",USA,New York City,New York,1.0,1.0,1.0,2002.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5013698630136987,3.5013698630136987,1,5000000.0
Gridcentric,Software ,-   ,CAN,Toronto,Toronto,2.0,6.0,2.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.887671232876712,2.1890410958904107,0,0.0
GridIron Systems,Other," 1,30,00,000 ",USA,SF Bay Area,Sunnyvale,1.0,1.0,1.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.002739726027397,5.002739726027397,1,13000000.0
GridNetworks,Games ," 3,00,00,000 ",USA,Seattle,Seattle,4.0,1.0,1.0,2004.0,0.0,29500000.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,19000000.0,10500000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0027397260273974,4.3863013698630136,0,30000000.0
Grocio,Curated Web ," 13,75,000 ",USA,Tulsa,Tulsa,3.0,6.0,2.0,2007.0,130000.0,1245000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4712328767123288,3.136986301369863,0,1375000.0
GroSocial,Software ," 22,00,000 ",USA,Salt Lake City,Orem,3.0,8.0,3.0,2010.0,2200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2164383561643837,1.8465753424657532,1,2200000.0
Ground Zero Group Corporation,Other," 5,000 ",USA,Minneapolis,Minneapolis,1.0,5.0,2.0,2009.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5000.0
GroundedPower,Clean Technology ," 12,68,000 ",USA,Boston,Gloucester,2.0,1.0,1.0,2008.0,0.0,918000.0,0.0,0.0,0.0,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0191780821917806,2.706849315068493,1,1268000.0
GroupCard,Other,-   ,USA,SF Bay Area,Menlo Park,1.0,1.0,1.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.416438356164384,2.416438356164384,1,0.0
Grouply,Software ," 26,00,000 ",USA,SF Bay Area,Redwood City,3.0,3.0,1.0,2006.0,0.0,1300000.0,0.0,0.0,0.0,0.0,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.252054794520548,1.873972602739726,0,2600000.0
GroupMe,Mobile ," 1,14,50,000 ",USA,New York City,New York,2.0,5.0,2.0,2010.0,0.0,11450000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850000.0,10600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3178082191780822,0.6794520547945205,1,11450000.0
Grows Up,E-Commerce ,-   ,USA,SF Bay Area,San Francisco,1.0,1.0,1.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
Groxis,Enterprise Software ," 40,00,000 ",USA,SF Bay Area,San Francisco,1.0,1.0,1.0,2001.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.657534246575342,5.657534246575342,0,4000000.0
Gruvie,Other,-   ,USA,Salt Lake City,Provo,1.0,1.0,1.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0
Guaranteach,Education ,-   ,USA,Baltimore,Baltimore,3.0,7.0,3.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5890410958904109,1,0.0
GuardianEdge Technologies,Enterprise Software ," 1,95,00,000 ",USA,SF Bay Area,San Mateo,3.0,1.0,1.0,2002.0,0.0,16000000.0,0.0,0.0,0.0,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43013698630137,5.558904109589041,1,19500000.0
Guardium,Other," 1,18,00,000 ",USA,Boston,Waltham,2.0,1.0,1.0,2002.0,0.0,11800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500000.0,6300000.0,0.0,0.0,0.0,0.0,3.6136986301369856,4.375342465753425,1,11800000.0
Gucash,Other," 2,50,000 ",ARG,Buenos Aires,Buenos Aires,1.0,1.0,1.0,2010.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,250000.0
Guerillapps,Games ," 5,00,000 ",USA,New York City,New York,1.0,5.0,2.0,2008.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5863013698630137,2.5863013698630137,0,500000.0
Gullivearth,Other," 1,58,940 ",FRA,FRA - Other,Neuilly-le-brignon,1.0,10.0,4.0,2009.0,158940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4986301369863014,0.4986301369863014,0,158940.0
Guruji,Search ," 1,50,00,000 ",IND,Bangalore,Bangalore,2.0,10.0,4.0,2006.0,0.0,15000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2219178082191781,0,15000000.0
Gydget,Other," 10,00,000 ",USA,SF Bay Area,San Francisco,2.0,10.0,4.0,2007.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084931506849315,1,1000000.0
Gyst,Other," 1,00,000 ",NGA,Lagos,Lagos,1.0,6.0,2.0,2010.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2520547945205479,0,100000.0
H-art (WPP),Other," 64,795 ",ITA,Venice,Treviso,1.0,1.0,1.0,2005.0,0.0,64795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2465753424657534,0.2465753424657534,1,64795.0
H-care,Software ," 1,29,590 ",ITA,ITA - Other,Montebelluna,1.0,1.0,1.0,2005.0,0.0,129590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2465753424657534,0.2465753424657534,1,129590.0
H-umus,Software ," 5,08,520 ",ITA,Roncade,Roncade,1.0,1.0,1.0,2007.0,0.0,508520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5041095890410959,1,508520.0
Habeas,Enterprise Software ," 60,00,000 ",USA,SF Bay Area,Mountain View,1.0,1.0,1.0,2002.0,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.586301369863014,4.586301369863014,1,6000000.0
Hadapt,Analytics ," 1,62,00,000 ",USA,Boston,Cambridge,2.0,1.0,1.0,2010.0,0.0,16200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8027397260273967,2.854794520547945,1,16200000.0
Hallpass Media,Games ," 20,00,000 ",CAN,Edmonton,Edmonton,1.0,1.0,1.0,2008.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2000000.0
HAM-IT,Advertising ," 3,40,000 ",USA,Boston,North Andover,1.0,1.0,1.0,2008.0,340000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2684931506849315,0,340000.0
HammerKit,Curated Web ," 16,13,875 ",FIN,Helsinki,Helsinki,1.0,11.0,4.0,2006.0,0.0,1613875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13972602739726,5.13972602739726,0,1613875.0
Handmark,Mobile ," 1,00,00,000 ",USA,Kansas City,Kansas City,2.0,7.0,3.0,2000.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2027397260273975,6.189041095890411,1,10000000.0
Hands-On Mobile,Mobile ," 3,00,00,000 ",USA,SF Bay Area,San Francisco,1.0,1.0,1.0,2001.0,0.0,30000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000000.0,0.0,0.0,0.0,0.0,0.0,4.761643835616439,4.761643835616439,1,30000000.0
Happyshop,Other," 56,00,000 ",CHL,Santiago,Santiago,3.0,11.0,4.0,2010.0,0.0,5500000.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.610958904109589,0,5600000.0
HardMetrics,Enterprise Software ," 20,00,000 ",USA,Philadelphia,Doylestown,1.0,1.0,1.0,2003.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9287671232876713,3.9287671232876713,1,2000000.0
Hashable,Mobile ," 40,00,000 ",USA,New York City,New York,1.0,1.0,1.0,2010.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8904109589041096,0.8904109589041096,0,4000000.0
Haute Secure,Software ," 21,00,000 ",USA,Seattle,Seattle,2.0,1.0,1.0,2006.0,500000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.186301369863014,1,2100000.0
